SCORES angle_constraint atom_pair_constraint chainbreak coordinate_constraint dihedral_constraint dslf_ca_dih dslf_cs_ang dslf_ss_dih dslf_ss_dst fa_atr fa_dun fa_intra_rep fa_pair fa_rep fa_sol frac_atoms_within_0.5 frac_atoms_within_1.0 frac_atoms_within_2.0 hack_elec hbond_bb_sc hbond_lr_bb hbond_sc hbond_sr_bb if_angle_constraint if_atom_pair_constraint if_chainbreak if_coordinate_constraint if_dihedral_constraint if_dslf_ca_dih if_dslf_cs_ang if_dslf_ss_dih if_dslf_ss_dst if_fa_atr if_fa_dun if_fa_intra_rep if_fa_pair if_fa_rep if_fa_sol if_hack_elec if_hbond_bb_sc if_hbond_lr_bb if_hbond_sc if_hbond_sr_bb if_omega if_p_aa_pp if_pro_close if_ref interface_delta ligand_auto_rms_no_super ligand_auto_rms_with_super ligand_centroid_travel ligand_is_touching omega p_aa_pp pro_close ref total_score
hNN_1sjw_d2n_des_1_2092 0 0 0 0 0.0291596 0 0 0 0 -538.037 66.5793 1.29405 -18.7062 56.5975 252.002 0 0 0.115385 -16.3045 -26.5767 -95.2717 -17.5692 -118.759 0 -41.3481 0 0 0 0 0 0 0 -12.1802 0 0 0.0890339 2.30201 7.12507 0.217038 -0.208329 0 -0.15572 -2.84217e-14 0 0 0 0 -44.1592 7.74069 1.14708 1.32453 1 20.6388 -26.0635 6.05333 -34.86 -488.953
hNN_1sjw_d2n_des_1_2093 0 0 0 0 0.663675 0 0 0 0 -539.386 70.3401 1.32595 -17.8449 59.4603 249.147 0 0.0384615 0.0384615 -15.8675 -26.5545 -95.2717 -13.045 -118.759 0 -41.5128 0 0 0 0 0 0 0 -13.7912 0 0 0.0682543 0.833272 6.62085 0.0688951 -0.227041 4.12115e-13 -0.156255 7.10543e-14 0 0 0 0 -48.096 8.31166 2.20784 3.01454 1 20.6388 -26.0635 11.4476 -34.86 -474.627
hNN_1sjw_d2n_des_1_2094 0 0 0 0 0.124149 0 0 0 0 -545.328 67.262 1.29247 -18.4139 54.0006 254.408 0 0.0384615 0.307692 -16.6317 -29.5543 -95.2717 -20.3245 -118.759 0 -41.1451 0 0 0 0 0 0 0 -14.6172 0 0 0.103441 1.13212 7.28166 -0.292785 -0.238766 4.12115e-13 -4.13986 7.10543e-14 0 0 0 0 -51.9165 3.96356 1.24504 0.83753 1 20.6388 -26.0635 6.0517 -34.86 -501.428
hNN_1sjw_d2n_des_1_2095 0 0 0 0 0.136725 0 0 0 0 -542.173 65.7819 1.27245 -18.0553 53.9802 250.402 0 0 0 -16.8296 -25.7392 -95.2717 -15.3748 -118.759 0 -41.4475 0 0 0 0 0 0 0 -14.9865 0 0 0.0205227 2.28699 6.73395 -0.547554 -0.128898 4.12115e-13 -0.465955 7.10543e-14 0 0 0 0 -48.535 5.23901 1.34195 3.42083 1 20.6388 -26.0635 6.05225 -34.86 -494.861
hNN_1sjw_d2n_des_1_2096 0 0 0 0 4.35977 0 0 0 0 -546.175 79.3113 1.33387 -17.9027 91.1582 257.916 0 0 0 -16.5526 -26.7716 -95.2717 -16.4455 -118.759 0 -41.2638 0 0 0 0 0 0 0 -19.5149 0 0 0.129333 16.5045 12.142 -0.0155411 -0.154001 4.12115e-13 -0.124544 7.10543e-14 0 0 0 0 -32.297 6.97487 0.998575 4.56658 1 20.6388 -26.0635 2.01708 -34.86 -442.066
hNN_1sjw_d2n_des_1_2097 0 0 0 0 3.10111 0 0 0 0 -548.668 74.8286 1.61432 -18.7653 76.7522 253.186 0 0 0 -17.8389 -29.4009 -95.2717 -20.8249 -118.759 0 -41.1925 0 0 0 0 0 0 0 -17.1566 0 0 0.127466 4.77657 5.6497 -0.398916 -0.330228 0 -0.177356 -2.84217e-14 0 0 0 0 -48.7019 4.44877 1.19917 3.40047 1 20.6388 -26.0635 6.05061 -34.86 -474.28
hNN_1sjw_d2n_des_1_2098 0 0 0 0 3.66633 0 0 0 0 -563.395 85.4939 1.44837 -18.1697 105.922 263.789 0 0 0.115385 -19.2003 -30.2642 -95.2717 -23.2897 -118.759 0 -41.0403 0 0 0 0 0 0 0 -28.2839 0 0 0.0829355 22.9555 14.2068 -0.101092 -0.631399 1.42109e-14 -0.226383 1.42109e-14 0 0 0 0 -33.0378 8.40251 1.0651 4.80321 1 20.6388 -26.0635 11.362 -34.86 -436.952
hNN_1sjw_d2n_des_1_2099 0 0 0 0 0.0551377 0 0 0 0 -538.87 65.4096 1.32355 -18.042 59.1612 247.742 0.0384615 0.0384615 0.115385 -16.1038 -26.1338 -95.2717 -16.0836 -118.759 0 -41.3127 0 0 0 0 0 0 0 -16.0913 0 0 0.0442252 5.2781 6.71276 -0.0198563 -0.209283 4.12115e-13 -0.145191 7.10543e-14 0 0 0 0 -45.7433 5.28118 1.98693 3.7771 1 20.6388 -26.0635 6.05364 -34.86 -489.803
hNN_1sjw_d2n_des_1_2100 0 0 0 0 0.0897355 0 0 0 0 -550.726 71.9482 1.30857 -18.64 80.4177 258.073 0 0 0 -16.6911 -28.0502 -95.2717 -18.0748 -118.759 0 -41.3394 0 0 0 0 0 0 0 -20.2423 0 0 0.0902543 14.8146 9.99527 0.0714959 -0.256315 0 -0.127812 -2.84217e-14 0 0 0 0 -36.9943 9.06853 1.99785 3.95989 1 20.6388 -26.0635 6.05113 -34.86 -468.609
hNN_1sjw_d2n_des_1_2101 0 0 0 0 3.67184 0 0 0 0 -543.783 76.3522 2.33861 -18.3725 69.1769 258.106 0 0 0 -17.5617 -29.2034 -95.2717 -21.2051 -118.759 0 -41.24 0 0 0 0 0 0 0 -16.5751 0 0 0.119573 6.16067 13.053 -0.577319 -0.109367 4.12115e-13 -2.87715 7.10543e-14 0 0 0 0 -42.0456 4.75168 1.09762 3.19755 1 20.6388 -26.0635 7.65608 -34.86 -467.139
hNN_1sjw_d2n_des_1_2102 0 0 0 0 15.2609 0 0 0 0 -562.473 78.2163 1.37514 -18.9446 97.9226 264.714 0 0 0 -18.1212 -31.7193 -95.2717 -21.2743 -118.759 0 -41.3318 0 0 0 0 0 0 0 -27.188 0 0 0.10681 28.8995 13.7047 -0.46779 -0.377542 1.42109e-14 -1.37402 1.42109e-14 0 0 0 0 -28.0281 7.33598 1.35904 3.91419 1 20.6388 -26.0635 11.4476 -34.86 -437.911
hNN_1sjw_d2n_des_1_2103 0 0 0 0 34.3602 0 0 0 0 -561.017 88.547 1.45386 -19.0908 166.031 264.984 0 0.0769231 0.192308 -19.1704 -29.9969 -95.2717 -21.2663 -118.759 0 -41.1046 0 0 0 0 0 0 0 -25.7002 0 0 0.160286 57.5165 15.3574 -0.181349 -0.534144 5.68434e-14 -1.67852 1.27898e-13 0 0 0 0 3.83535 8.05863 1.84805 5.09013 1 20.6388 -26.0635 11.4476 -34.86 -338.032
hNN_1sjw_d2n_des_1_2104 0 0 0 0 0.0960576 0 0 0 0 -543.745 71.413 1.2867 -19.4964 64.493 250.367 0 0.0384615 0.461538 -17.4816 -29.5007 -95.2717 -16.0615 -118.759 0 -41.0276 0 0 0 0 0 0 0 -18.5682 0 0 0.0677086 8.40954 7.06863 -0.408509 -0.995532 1.42109e-14 -1.10722 1.42109e-14 0 0 0 0 -46.5612 2.5315 0.646125 1.83996 1 20.6388 -26.0635 6.05516 -34.86 -486.889
hNN_1sjw_d2n_des_1_2105 0 0 0 0 0.156315 0 0 0 0 -541.869 72.2824 1.2917 -18.5379 55.7936 253.618 0 0 0.0769231 -16.6562 -28.5678 -95.2717 -14.8199 -118.759 0 -41.7231 0 0 0 0 0 0 0 -12.9489 0 0 0.117284 0.691159 7.87082 0.168294 -0.168122 4.12115e-13 -0.041099 7.10543e-14 0 0 0 0 -46.0337 9.30123 1.89182 3.88667 1 20.6388 -26.0635 6.05038 -34.86 -485.574
hNN_1sjw_d2n_des_1_2106 0 0 0 0 0.0675846 0 0 0 0 -549.023 74.0406 1.30526 -18.6669 86.9292 251.663 0 0 0 -17.9216 -27.9816 -95.2717 -18.2809 -118.759 0 -41.519 0 0 0 0 0 0 0 -20.7824 0 0 0.00933695 9.37913 7.56243 -0.689935 -0.256729 4.12115e-13 -1.54536 7.10543e-14 0 0 0 0 -47.8426 5.35886 0.52641 3.91436 1 20.6388 -26.0635 6.05519 -34.86 -466.127
hNN_1sjw_d2n_des_1_2107 0 0 0 0 0.0134791 0 0 0 0 -543.917 67.6352 1.31611 -18.5876 53.6965 253.889 0 0 0.0769231 -17.2917 -28.9705 -95.2717 -15.1819 -118.759 0 -41.5867 0 0 0 0 0 0 0 -13.8777 0 0 0.065451 1.94592 8.11225 -0.468307 -0.488544 4.12115e-13 -0.134141 7.10543e-14 0 0 0 0 -46.4318 8.69022 1.99761 2.2926 1 20.6388 -26.0635 6.06344 -34.86 -495.65
hNN_1sjw_d2n_des_1_2108 0 0 0 0 0.00497799 0 0 0 0 -542.49 67.3133 1.28318 -18.3518 54.7022 253.736 0 0 0.115385 -16.7918 -28.5559 -95.2717 -14.305 -118.759 0 -41.5724 0 0 0 0 0 0 0 -11.9499 0 0 0.109199 1.63238 6.74639 -0.133702 -0.283895 0 -0.338312 -2.84217e-14 0 0 0 0 -45.7902 7.91984 1.22666 2.43621 1 20.6388 -26.0635 6.06064 -34.86 -491.708
hNN_1sjw_d2n_des_1_2109 0 0 0 0 0.717482 0 0 0 0 -540.337 66.9782 1.31499 -18.4256 53.9704 250.937 0 0.0384615 0.115385 -16.3555 -27.6565 -95.2717 -14.1669 -118.759 0 -41.4654 0 0 0 0 0 0 0 -12.7608 0 0 0.110358 2.20686 6.098 -0.0930582 -0.28416 0 -0.0400037 -2.84217e-14 0 0 0 0 -46.2282 8.19183 0.122522 1.78619 1 20.6388 -26.0635 6.05146 -34.86 -491.287
hNN_1sjw_d2n_des_1_2110 0 0 0 0 1.02658 0 0 0 0 -542.224 76.3448 1.29175 -18.3682 72.472 252.761 0 0 0.0384615 -16.55 -24.6062 -95.2717 -14.0541 -118.759 0 -41.248 0 0 0 0 0 0 0 -18.9856 0 0 0.0283687 8.33875 11.5943 -0.414577 -0.214437 1.42109e-14 -0.808864 1.42109e-14 0 0 0 0 -41.7101 7.35965 1.58201 3.42505 1 20.6388 -26.0635 6.06505 -34.86 -460.156
hNN_1sjw_d2n_des_1_2111 0 0 0 0 0.054445 0 0 0 0 -542.268 68.7459 1.27794 -18.9409 56.9637 249.834 0 0 0.346154 -16.2487 -25.8689 -95.2717 -13.3413 -118.759 0 -41.0819 0 0 0 0 0 0 0 -14.528 0 0 -0.0185475 2.82724 6.76212 -0.130391 -0.144764 4.12115e-13 -0.515528 7.10543e-14 0 0 0 0 -46.8297 4.0701 0.355847 2.12684 1 20.6388 -26.0635 6.0515 -34.86 -488.055
hNN_1sjw_d2n_des_1_2112 0 0 0 0 4.14618 0 0 0 0 -541.162 73.1955 1.28436 -19.2004 59.572 250.039 0 0.230769 0.461538 -17.0214 -27.722 -95.2717 -17.07 -118.759 0 -40.9958 0 0 0 0 0 0 0 -17.057 0 0 0.0276118 2.84255 9.24157 -0.391363 -0.223118 4.12115e-13 -2.49872 7.10543e-14 0 0 0 0 -49.0543 3.53009 1.98817 0.982638 1 20.6388 -26.0635 6.05211 -34.86 -482.201
hNN_1sjw_d2n_des_1_2113 0 0 0 0 0.0310874 0 0 0 0 -540.243 70.6826 1.31234 -17.7399 60.3356 253.675 0 0.0769231 0.115385 -16.5082 -26.4722 -95.2717 -17.9928 -118.759 0 -41.5947 0 0 0 0 0 0 0 -11.1118 0 0 0.0527666 0.880323 8.66591 -0.0974272 -0.135749 0 -3.12351 -2.84217e-14 0 0 0 0 -46.4642 8.00761 2.21833 2.38742 1 20.6388 -26.0635 6.05599 -34.86 -481.178
hNN_1sjw_d2n_des_1_2114 0 0 0 0 0.0747836 0 0 0 0 -539.685 67.6304 1.30917 -18.2069 57.2636 247.577 0.0384615 0.153846 0.653846 -16.5148 -26.8936 -95.2717 -13.5817 -118.759 0 -41.0571 0 0 0 0 0 0 0 -14.7899 0 0 -0.0711248 5.38289 5.3571 -0.249605 -0.170156 0 -0.11951 -2.84217e-14 0 0 0 0 -45.7174 2.17176 1.85879 0.621758 1 20.6388 -26.0635 6.05132 -34.86 -489.29
hNN_1sjw_d2n_des_1_2115 0 0 0 0 0.0574499 0 0 0 0 -542.977 68.6319 1.26705 -18.1796 54.4453 252.187 0 0.115385 0.807692 -16.992 -29.9278 -95.2717 -14.5901 -118.759 0 -41.2004 0 0 0 0 0 0 0 -14.5583 0 0 0.0696878 2.94478 5.59742 -0.227526 -0.217436 1.42109e-14 -1.6568 1.42109e-14 0 0 0 0 -49.2486 1.69719 0.515485 1.26938 1 20.6388 -26.0635 6.05428 -34.86 -494.338
hNN_1sjw_d2n_des_1_2116 0 0 0 0 3.21291 0 0 0 0 -555.698 70.3158 1.44329 -18.8993 69.0675 262.801 0 0 0.115385 -16.5905 -29.4345 -95.2717 -17.6473 -118.759 0 -41.2643 0 0 0 0 0 0 0 -21.1535 0 0 0.103623 12.755 12.0808 -0.05115 -0.290981 5.68434e-14 -0.146039 1.27898e-13 0 0 0 0 -37.9666 6.71517 1.89112 1.51146 1 20.6388 -26.0635 11.4476 -34.86 -474.297
hNN_1sjw_d2n_des_1_2117 0 0 0 0 0.0772214 0 0 0 0 -542.82 69.5966 1.30332 -18.4294 55.6524 253.526 0 0 0.115385 -16.5692 -28.0018 -95.2717 -15.7781 -118.759 0 -41.5246 0 0 0 0 0 0 0 -13.2655 0 0 0.107592 2.5983 6.54459 0.255928 -0.169895 4.12115e-13 -0.131656 7.10543e-14 0 0 0 0 -45.5852 8.20977 1.12539 2.25739 1 20.6388 -26.0635 6.05089 -34.86 -489.707
hNN_1sjw_d2n_des_1_2118 0 0 0 0 0.593995 0 0 0 0 -551.473 73.5393 1.32993 -18.3927 59.7298 257.697 0 0.0384615 0.192308 -17.0759 -26.7764 -95.2717 -16.7809 -118.759 0 -41.6109 0 0 0 0 0 0 0 -17.8733 0 0 0.138003 2.01071 9.33102 -0.534661 -0.0982799 1.42109e-14 -1.09221 1.42109e-14 0 0 0 0 -49.7296 8.35324 1.97416 4.16504 1 20.6388 -26.0635 2.27527 -34.86 -489.649
hNN_1sjw_d2n_des_1_2119 0 0 0 0 0.151893 0 0 0 0 -540.842 70.2821 1.29332 -18.9526 59.0294 249.189 0 0 0.230769 -16.6913 -26.6795 -95.2717 -15.0928 -118.759 0 -41.0373 0 0 0 0 0 0 0 -13.6042 0 0 0.0909504 1.02733 5.1655 -0.232262 -0.22806 4.12115e-13 -1.10168 7.10543e-14 0 0 0 0 -49.9197 3.53126 1.08652 1.91123 1 20.6388 -26.0635 6.05631 -34.86 -486.571
hNN_1sjw_d2n_des_1_2120 0 0 0 0 0.0688644 0 0 0 0 -541.247 70.2981 1.26224 -18.7714 57.0061 249.796 0 0 0.423077 -16.2927 -26.6595 -95.2717 -11.2123 -118.759 0 -41.1072 0 0 0 0 0 0 0 -15.1849 0 0 0.00939038 1.32136 7.36449 0.0249301 -0.171882 5.68434e-14 -0.110137 1.27898e-13 0 0 0 0 -47.854 3.03188 0.0519309 1.51045 1 20.6388 -26.0635 6.05396 -34.86 -484.012
hNN_1sjw_d2n_des_1_2121 0 0 0 0 0.0384147 0 0 0 0 -540.25 70.4574 1.30221 -18.0013 55.4333 250.739 0 0 0.115385 -16.7409 -27.4499 -95.2717 -17.7893 -118.759 0 -41.5781 0 0 0 0 0 0 0 -10.7685 0 0 0.100546 1.23815 6.30657 -0.52853 -0.239074 1.42109e-14 -2.21182 1.42109e-14 0 0 0 0 -47.6808 7.72577 1.21786 1.77374 1 20.6388 -26.0635 7.70557 -34.86 -488.87
hNN_1sjw_d2n_des_1_2122 0 0 0 0 0.0832174 0 0 0 0 -543.445 69.622 1.30836 -18.0581 57.4344 252.461 0 0 0 -16.7773 -27.047 -95.2717 -15.2847 -118.759 0 -41.2728 0 0 0 0 0 0 0 -15.4747 0 0 -0.0205576 3.5118 6.77165 -0.191274 -0.235871 4.12115e-13 -0.465359 7.10543e-14 0 0 0 0 -47.3771 4.24015 0.731519 3.64161 1 20.6388 -26.0635 6.05537 -34.86 -487.963
hNN_1sjw_d2n_des_1_2123 0 0 0 0 1.05113 0 0 0 0 -544.767 70.6976 1.44966 -17.8255 83.4485 254.126 0 0 0.0769231 -16.6188 -27.7999 -95.2717 -16.1332 -118.759 0 -41.3584 0 0 0 0 0 0 0 -15.9961 0 0 0.0552197 4.75266 10.0865 -0.450043 -0.268066 0 -2.26787 -2.84217e-14 0 0 0 0 -45.4461 8.62624 2.21634 2.52787 1 20.6388 -26.0635 6.05124 -34.86 -460.635
hNN_1sjw_d2n_des_1_2124 0 0 0 0 0.551979 0 0 0 0 -542.228 66.4743 1.28551 -18.5867 53.8829 251.839 0 0 0 -16.7256 -29.0393 -95.2717 -17.1799 -118.759 0 -41.2805 0 0 0 0 0 0 0 -11.9473 0 0 0.102584 2.43226 4.75954 0.0110039 -0.237932 0 -0.131844 -2.84217e-14 0 0 0 0 -46.2922 4.05883 1.1176 2.8375 1 20.6388 -26.0635 6.05202 -34.86 -497.989
hNN_1sjw_d2n_des_1_2125 0 0 0 0 3.97936 0 0 0 0 -556.603 80.2401 1.31686 -18.3005 104.106 261.417 0 0.0384615 0.115385 -17.9142 -29.3918 -95.2717 -20.3316 -118.759 0 -40.846 0 0 0 0 0 0 0 -25.1794 0 0 -0.0432474 26.0631 14.368 -0.421914 -0.3156 5.68434e-14 -1.37092 1.27898e-13 0 0 0 0 -27.746 6.35112 1.7388 2.33549 1 20.6388 -26.0635 11.4476 -34.86 -434.349
hNN_1sjw_d2n_des_1_2126 0 0 0 0 0.00349877 0 0 0 0 -541.834 74.4189 1.31604 -18.161 76.6035 252.291 0 0 0.0769231 -16.5958 -27.722 -95.2717 -15.1039 -118.759 0 -41.2518 0 0 0 0 0 0 0 -15.7971 0 0 0.0250702 4.70995 10.2885 -0.373694 -0.266297 4.12115e-13 -2.29526 7.10543e-14 0 0 0 0 -44.9606 7.92584 1.9822 1.9419 1 20.6388 -26.0635 6.05187 -34.86 -463.047
hNN_1sjw_d2n_des_1_2127 0 0 0 0 0.0857952 0 0 0 0 -547.022 71.5534 1.31962 -18.8097 82.3481 254.136 0 0 0.0384615 -16.5516 -26.9556 -95.2717 -17.4668 -118.759 0 -41.3516 0 0 0 0 0 0 0 -14.3416 0 0 0.142383 1.41283 8.34911 -0.316582 -0.31334 0 -0.975581 -2.84217e-14 0 0 0 0 -47.3944 8.55398 1.9973 1.67698 1 20.6388 -26.0635 6.05943 -34.86 -465.619
hNN_1sjw_d2n_des_1_2128 0 0 0 0 0.285548 0 0 0 0 -548.441 80.2641 1.29972 -19.6575 99.3672 258.621 0 0 0.115385 -16.9997 -29.732 -95.2717 -14.8033 -118.759 0 -41.0136 0 0 0 0 0 0 0 -20.4865 0 0 0.115438 16.9261 12.2091 -0.184439 -0.242024 4.12115e-13 -0.101874 7.10543e-14 0 0 0 0 -32.7778 8.04012 1.1032 3.41715 1 20.6388 -26.0635 5.97532 -34.86 -438.136
hNN_1sjw_d2n_des_1_2129 0 0 0 0 0.124472 0 0 0 0 -547.483 72.8069 1.29839 -19.0362 77.433 256.081 0 0.0384615 0.0769231 -17.3985 -28.1588 -95.2717 -19.7266 -118.759 0 -41.09 0 0 0 0 0 0 0 -19.8125 0 0 0.0194897 3.06903 11.2582 -0.083288 -0.312019 4.12115e-13 -2.16115 7.10543e-14 0 0 0 0 -49.1122 8.42636 1.97953 2.15323 1 20.6388 -26.0635 6.05155 -34.86 -472.322
hNN_1sjw_d2n_des_1_2130 0 0 0 0 0.487265 0 0 0 0 -549.981 70.1727 1.28823 -18.1249 61.981 260.776 0 0 0.0384615 -17.5738 -29.7054 -95.2717 -19.3512 -118.759 0 -41.392 0 0 0 0 0 0 0 -18.1498 0 0 0.0325323 6.89644 12.1141 -0.25477 -0.123467 0 -2.00076 -2.84217e-14 0 0 0 0 -42.8776 7.74623 1.10658 3.54175 1 20.6388 -26.0635 6.05116 -34.86 -488.295
hNN_1sjw_d2n_des_1_2131 0 0 0 0 1.55841e-06 0 0 0 0 -548.825 73.5564 1.46401 -19.0547 66.4671 258.548 0 0 0.0384615 -18.374 -29.2281 -95.2717 -21.779 -118.759 0 -41.5134 0 0 0 0 0 0 0 -18.711 0 0 -0.0203744 2.89068 11.6924 -0.296733 -0.123334 0 -1.85844 -2.84217e-14 0 0 0 0 -47.9402 8.39172 1.25082 3.88754 1 20.6388 -26.0635 11.4476 -34.86 -480.092
hNN_1sjw_d2n_des_1_2132 0 0 0 0 1.44283 0 0 0 0 -538.903 70.9916 1.41397 -18.6503 72.2112 249.012 0.0769231 0.115385 0.346154 -16.9884 -26.732 -95.2717 -17.3719 -118.759 0 -41.0073 0 0 0 0 0 0 0 -12.5109 0 0 0.0679883 2.51067 6.15204 -0.687271 -0.273781 5.68434e-14 -4.14334 1.27898e-13 0 0 0 0 -49.8919 3.24118 2.31559 1.45377 1 20.6388 -26.0635 6.05294 -34.86 -471.836
hNN_1sjw_d2n_des_1_2133 0 0 0 0 0.200314 0 0 0 0 -540.604 72.0173 1.32309 -18.5389 59.3412 252.648 0 0 0.269231 -16.7275 -27.227 -95.2717 -17.1798 -118.759 0 -41.0788 0 0 0 0 0 0 0 -12.8987 0 0 0.0685577 1.54645 7.18953 -0.176502 -0.172324 1.42109e-14 -3.02446 1.42109e-14 0 0 0 0 -48.5462 3.1135 1.92534 1.57179 1 20.6388 -26.0635 11.4476 -34.86 -477.615
hNN_1sjw_d2n_des_1_2134 0 0 0 0 0.122854 0 0 0 0 -540.129 72.6061 1.32706 -17.932 52.304 251.531 0 0 0 -17.3195 -29.245 -95.2717 -15.7867 -118.759 0 -41.3849 0 0 0 0 0 0 0 -12.4372 0 0 -0.0229846 0.517947 5.93657 -0.248417 -0.148259 4.12115e-13 -0.443792 7.10543e-14 0 0 0 0 -48.231 5.08994 1.59712 3.59301 1 20.6388 -26.0635 6.05086 -34.86 -490.785
hNN_1sjw_d2n_des_1_2135 0 0 0 0 0.387893 0 0 0 0 -537.386 68.6226 2.42516 -18.063 58.1819 249.317 0 0 0.0769231 -15.925 -26.4564 -95.2717 -15.5047 -118.759 0 -41.6298 0 0 0 0 0 0 0 -12.2115 0 0 -0.00486025 4.92653 7.94499 0.363438 -0.171244 0 -0.455824 -2.84217e-14 0 0 0 0 -41.2383 8.09612 1.97453 4.66839 1 20.6388 -26.0635 6.05098 -34.86 -482.665
hNN_1sjw_d2n_des_1_2136 0 0 0 0 0.210312 0 0 0 0 -543.384 68.0062 1.34052 -18.8025 52.4805 252.45 0 0 0.115385 -16.4261 -29.8883 -95.2717 -14.9801 -118.759 0 -41.5173 0 0 0 0 0 0 0 -14.8098 0 0 0.0854973 1.42516 7.48176 0.0989711 -1.57466 4.12115e-13 -0.113052 7.10543e-14 0 0 0 0 -48.9235 7.9875 1.88005 0.752934 1 20.6388 -26.0635 6.05455 -34.86 -497.254
hNN_1sjw_d2n_des_1_2137 0 0 0 0 0.0233175 0 0 0 0 -542.59 66.7466 1.3175 -18.6139 53.2416 254.052 0 0.0384615 0.115385 -17.4629 -27.989 -95.2717 -18.6563 -118.759 0 -41.8926 0 0 0 0 0 0 0 -11.3719 0 0 0.110227 0.673018 6.12039 -0.753212 -0.181402 0 -1.45367 -2.84217e-14 0 0 0 0 -48.7491 9.02209 1.12123 4.71196 1 20.6388 -26.0635 11.4476 -34.86 -492.798
hNN_1sjw_d2n_des_1_2138 0 0 0 0 0.236892 0 0 0 0 -542.026 67.8672 1.31314 -18.322 55.6412 253.41 0 0 0.0769231 -16.6456 -28.2355 -95.2717 -15.5785 -118.759 0 -41.3658 0 0 0 0 0 0 0 -13.7261 0 0 0.101126 2.4984 8.50412 0.0280785 -0.371453 0 -0.123045 -2.84217e-14 0 0 0 0 -44.4546 7.31972 1.98121 0.649401 1 20.6388 -26.0635 6.05458 -34.86 -490.6
hNN_1sjw_d2n_des_1_2139 0 0 0 0 0.442128 0 0 0 0 -550.728 74.3135 1.46981 -18.3839 56.912 256.904 0 0.0384615 0.0769231 -17.3158 -28.8607 -95.2717 -18.8283 -118.759 0 -41.4772 0 0 0 0 0 0 0 -18.6514 0 0 0.10063 3.21766 9.57621 -0.6955 -0.241969 4.12115e-13 -3.29043 7.10543e-14 0 0 0 0 -51.462 8.16778 1.9789 2.67879 1 20.6388 -26.0635 6.05184 -34.86 -492.338
hNN_1sjw_d2n_des_1_2140 0 0 0 0 0.141929 0 0 0 0 -542.434 66.998 1.27833 -18.2397 56.1488 249.72 0 0 0.153846 -16.5658 -28.1249 -95.2717 -17.4514 -118.759 0 -41.2767 0 0 0 0 0 0 0 -16.9051 0 0 0.0366387 2.74162 7.15232 -0.169398 -0.127178 4.12115e-13 -0.140068 7.10543e-14 0 0 0 0 -48.6879 4.31852 0.419054 2.42079 1 20.6388 -26.0635 6.05183 -34.86 -496.791
hNN_1sjw_d2n_des_1_2141 0 0 0 0 1.01233e-07 0 0 0 0 -539.374 70.1716 1.27553 -18.1216 52.8633 251.082 0 0 0.0769231 -16.7521 -27.9019 -95.2717 -17.4403 -118.759 0 -41.2148 0 0 0 0 0 0 0 -14.2087 0 0 -0.000811749 1.69985 8.76474 -0.162632 -0.220907 0 -1.44664 -2.84217e-14 0 0 0 0 -46.79 8.07274 1.1108 2.34419 1 20.6388 -26.0635 6.0513 -34.86 -492.461
hNN_1sjw_d2n_des_1_2142 0 0 0 0 9.83385 0 0 0 0 -547.626 71.0341 2.64603 -18.8972 58.8591 257.078 0 0 0.0769231 -17.0295 -29.5645 -95.2717 -16.9457 -118.759 0 -41.3521 0 0 0 0 0 0 0 -17.0441 0 0 0.108289 7.02018 9.6351 -0.229525 -0.327683 2.41585e-13 -0.1248 -1.42109e-14 0 0 0 0 -42.3146 8.03448 1.70452 1.48331 1 20.6388 -26.0635 6.05091 -34.86 -478.875
hNN_1sjw_d2n_des_1_2143 0 0 0 0 0.419131 0 0 0 0 -550.125 70.3122 1.32613 -17.7399 61.693 258.712 0 0 0 -17.6355 -29.2966 -95.2717 -18.677 -118.759 0 -41.3495 0 0 0 0 0 0 0 -18.5298 0 0 -0.137997 6.12061 10.3797 -0.889579 -0.1155 1.42109e-14 -3.32081 1.42109e-14 0 0 0 0 -47.8428 5.01866 1.93396 3.93591 1 20.6388 -26.0635 6.05168 -34.86 -489.275
hNN_1sjw_d2n_des_1_2144 0 0 0 0 0.00616009 0 0 0 0 -544.56 73.8184 1.32271 -18.7225 67.5432 251.086 0 0.0384615 0.153846 -17.2034 -27.9851 -95.2717 -18.1371 -118.759 0 -40.7418 0 0 0 0 0 0 0 -17.7244 0 0 -0.00286445 5.32581 6.94196 -0.215953 -0.315837 0 -1.37564 -2.84217e-14 0 0 0 0 -48.1087 3.72305 1.23303 2.7112 1 20.6388 -26.0635 6.05196 -34.86 -481.094
hNN_1sjw_d2n_des_1_2145 0 0 0 0 0.205747 0 0 0 0 -543.399 65.9027 1.32606 -19.1078 54.6985 251.336 0 0.0384615 0.384615 -17.4171 -30.0346 -95.2717 -20.4158 -118.759 0 -41.0502 0 0 0 0 0 0 0 -13.8875 0 0 0.122128 1.45987 4.89113 -0.306269 -0.176808 1.42109e-14 -1.8447 1.42109e-14 0 0 0 0 -50.7923 3.0815 1.97514 1.45893 1 20.6388 -26.0635 6.05147 -34.86 -505.169
